"","Species","trait_name","standard_unit","Meanvalue"
"10296","Echinopora hirsutissima","Southern-most range edge","deg",-33.75770467
"10297","Echinopora hirsutissima","Species age phylogeny","mya",0.588190599123175
"10298","Echinopora hirsutissima","Substrate attachment","cat",NA
"10299","Echinopora hirsutissima","Symbiodinium clade","cat",NA
"10300","Echinopora hirsutissima","Symbiodinium subclade","cat",NA
"10301","Echinopora hirsutissima","Water clarity preference","cat",NA
"10302","Echinopora hirsutissima","Water depth","m",3.14285714285714
"10303","Echinopora hirsutissima","Wave exposure preference","cat",NA
"10304","Echinopora hirsutissima","Western-most range edge","deg",27.6225894
"10305","Echinopora hirsutissima","Zooxanthellate","cat",NA
"10306","Echinopora horrida","Abundance GBR","cat",NA
"10307","Echinopora horrida","Abundance world","cat",NA
"10308","Echinopora horrida","Coloniality","cat",NA
"10309","Echinopora horrida","Colony maximum diameter","cm",500
"10310","Echinopora horrida","Corallite width maximum","mm",2.4
"10311","Echinopora horrida","Corallite width minimum","mm",2
"10312","Echinopora horrida","Depth lower","m",25
"10313","Echinopora horrida","Depth upper","m",3
"10314","Echinopora horrida","Eastern-most range edge","deg",-176.46335183
"10315","Echinopora horrida","Genus fossil age","mya",19.714
"10316","Echinopora horrida","Genus fossil stage","cat",NA
"10317","Echinopora horrida","Geographical region","cat",NA
"10318","Echinopora horrida","Growth form Veron","cat",NA
"10319","Echinopora horrida","Growth form typical","cat",NA
"10320","Echinopora horrida","IUCN Red List category","cat",NA
"10321","Echinopora horrida","Indo-Pacific faunal province","cat",NA
"10322","Echinopora horrida","Mode of larval development","cat",NA
"10323","Echinopora horrida","Nitrogen concentration","%",1.151011475
"10324","Echinopora horrida","Northern-most range edge","deg",19.50754087
"10325","Echinopora horrida","Ocean basin","cat",NA
"10326","Echinopora horrida","Phosphorus concentration","%",0.323209877
"10327","Echinopora horrida","Range size","km^2",32941391.15
"10328","Echinopora horrida","Sample identifier","id",155
"10329","Echinopora horrida","Sexual system","cat",NA
"10330","Echinopora horrida","Southern-most range edge","deg",-32.67946084
"10331","Echinopora horrida","Species age phylogeny","mya",1.37299871244419
"10332","Echinopora horrida","Substrate attachment","cat",NA
"10333","Echinopora horrida","Symbiodinium clade","cat",NA
"10334","Echinopora horrida","Symbiodinium subclade","cat",NA
"10335","Echinopora horrida","Water clarity preference","cat",NA
"10336","Echinopora horrida","Water depth","m",4.72222222222222
"10337","Echinopora horrida","Wave exposure preference","cat",NA
"10338","Echinopora horrida","Western-most range edge","deg",80.6721861
"10339","Echinopora horrida","Zooxanthellate","cat",NA
"10340","Echinopora irregularis","Abundance world","cat",NA
"10341","Echinopora irregularis","Coloniality","cat",NA
"10342","Echinopora irregularis","Corallite width maximum","mm",4.2
"10343","Echinopora irregularis","Corallite width minimum","mm",1.9
"10344","Echinopora irregularis","Depth lower","m",4
"10345","Echinopora irregularis","Depth upper","m",1
"10346","Echinopora irregularis","Eastern-most range edge","deg",45.0901395
"10347","Echinopora irregularis","Genus fossil age","mya",19.714
"10348","Echinopora irregularis","Genus fossil stage","cat",NA
"10349","Echinopora irregularis","Geographical region","cat",NA
"10350","Echinopora irregularis","Growth form Veron","cat",NA
"10351","Echinopora irregularis","Growth form typical","cat",NA
"10352","Echinopora irregularis","IUCN Red List category","cat",NA
"10353","Echinopora irregularis","Indo-Pacific faunal province","cat",NA
"10354","Echinopora irregularis","Northern-most range edge","deg",30.28997924
"10355","Echinopora irregularis","Ocean basin","cat",NA
"10356","Echinopora irregularis","Range size","km^2",872154.6525
"10357","Echinopora irregularis","Southern-most range edge","deg",10.66594141
"10358","Echinopora irregularis","Species age phylogeny","mya",0.588190599123175
"10359","Echinopora irregularis","Substrate attachment","cat",NA
"10360","Echinopora irregularis","Water clarity preference","cat",NA
"10361","Echinopora irregularis","Wave exposure preference","cat",NA
"10362","Echinopora irregularis","Western-most range edge","deg",30.8573209
"10363","Echinopora irregularis","Zooxanthellate","cat",NA
"10364","Echinopora lamellosa","Abundance GBR","cat",NA
"10365","Echinopora lamellosa","Abundance world","cat",NA
"10366","Echinopora lamellosa","Coloniality","cat",NA
"10367","Echinopora lamellosa","Colony maximum diameter","cm",500
"10368","Echinopora lamellosa","Corallite width maximum","mm",3.4
"10369","Echinopora lamellosa","Corallite width minimum","mm",2.3
"10370","Echinopora lamellosa","Depth lower","m",35
"10371","Echinopora lamellosa","Depth upper","m",2
"10372","Echinopora lamellosa","Eastern-most range edge","deg",-135.44452007
"10373","Echinopora lamellosa","Genus fossil age","mya",19.714
"10374","Echinopora lamellosa","Genus fossil stage","cat",NA
"10375","Echinopora lamellosa","Geographical region","cat",NA
"10376","Echinopora lamellosa","Growth form Veron","cat",NA
"10377","Echinopora lamellosa","Growth form typical","cat",NA
"10378","Echinopora lamellosa","IUCN Red List category","cat",NA
"10379","Echinopora lamellosa","Indo-Pacific faunal province","cat",NA
"10380","Echinopora lamellosa","Mode of larval development","cat",NA
"10381","Echinopora lamellosa","Northern-most range edge","deg",37.18735618
"10382","Echinopora lamellosa","Ocean basin","cat",NA
"10383","Echinopora lamellosa","Oocyte size at maturity","µm",261
"10384","Echinopora lamellosa","Phosphorus concentration","%",0.124681296
"10385","Echinopora lamellosa","Range size","km^2",70194905.85
"10386","Echinopora lamellosa","Sample identifier","id",12
"10387","Echinopora lamellosa","Sexual system","cat",NA
"10388","Echinopora lamellosa","Southern-most range edge","deg",-33.18767911
"10389","Echinopora lamellosa","Species age phylogeny","mya",0.694108475897985
"10390","Echinopora lamellosa","Substrate attachment","cat",NA
"10391","Echinopora lamellosa","Symbiodinium clade","cat",NA
"10392","Echinopora lamellosa","Symbiodinium subclade","cat",NA
"10393","Echinopora lamellosa","Water clarity preference","cat",NA
"10394","Echinopora lamellosa","Water depth","m",2.6906976744186
"10395","Echinopora lamellosa","Wave exposure preference","cat",NA
"10396","Echinopora lamellosa","Western-most range edge","deg",29.3143945
"10397","Echinopora lamellosa","Zooxanthellate","cat",NA
"10398","Echinopora mammiformis","Abundance GBR","cat",NA
"10399","Echinopora mammiformis","Abundance world","cat",NA
"10400","Echinopora mammiformis","Coloniality","cat",NA
"10401","Echinopora mammiformis","Colony maximum diameter","cm",500
"10402","Echinopora mammiformis","Corallite width maximum","mm",8.9
"10403","Echinopora mammiformis","Corallite width minimum","mm",6.1
"10404","Echinopora mammiformis","Depth lower","m",15
"10405","Echinopora mammiformis","Depth upper","m",3
"10406","Echinopora mammiformis","Eastern-most range edge","deg",-170.39918194
"10407","Echinopora mammiformis","Genus fossil age","mya",19.714
"10408","Echinopora mammiformis","Genus fossil stage","cat",NA
"10409","Echinopora mammiformis","Geographical region","cat",NA
"10410","Echinopora mammiformis","Growth form Veron","cat",NA
"10411","Echinopora mammiformis","Growth form typical","cat",NA
"10412","Echinopora mammiformis","IUCN Red List category","cat",NA
"10413","Echinopora mammiformis","Indo-Pacific faunal province","cat",NA
"10414","Echinopora mammiformis","Nitrogen concentration","%",0.65349533175
"10415","Echinopora mammiformis","Northern-most range edge","deg",27.77323748
"10416","Echinopora mammiformis","Ocean basin","cat",NA
"10417","Echinopora mammiformis","Phosphorus concentration","%",0.228018081
"10418","Echinopora mammiformis","RNA:DNA ratio","x:y",8.211176471
"10419","Echinopora mammiformis","Range size","km^2",32045791.34
"10420","Echinopora mammiformis","Sample identifier","id",132
"10421","Echinopora mammiformis","Southern-most range edge","deg",-33.67557655
"10422","Echinopora mammiformis","Species age phylogeny","mya",9.39092109946586
"10423","Echinopora mammiformis","Substrate attachment","cat",NA
"10424","Echinopora mammiformis","Symbiodinium clade","cat",NA
"10425","Echinopora mammiformis","Symbiodinium subclade","cat",NA
"10426","Echinopora mammiformis","Water clarity preference","cat",NA
"10427","Echinopora mammiformis","Water depth","m",7.68333333333333
"10428","Echinopora mammiformis","Wave exposure preference","cat",NA
"10429","Echinopora mammiformis","Western-most range edge","deg",38.8486452
"10430","Echinopora mammiformis","Zooxanthellate","cat",NA
"10431","Echinopora pacificus","Abundance GBR","cat",NA
"10432","Echinopora pacificus","Abundance world","cat",NA
"10433","Echinopora pacificus","Coloniality","cat",NA
"10434","Echinopora pacificus","Corallite width maximum","mm",4.6
"10435","Echinopora pacificus","Corallite width minimum","mm",2.5
"10436","Echinopora pacificus","Depth lower","m",15
"10437","Echinopora pacificus","Depth upper","m",1
"10438","Echinopora pacificus","Eastern-most range edge","deg",-176.03205429
"10439","Echinopora pacificus","Genus fossil age","mya",19.714
"10440","Echinopora pacificus","Genus fossil stage","cat",NA
"10441","Echinopora pacificus","Geographical region","cat",NA
"10442","Echinopora pacificus","Growth form Veron","cat",NA
"10443","Echinopora pacificus","Growth form typical","cat",NA
"10444","Echinopora pacificus","IUCN Red List category","cat",NA
"10445","Echinopora pacificus","Indo-Pacific faunal province","cat",NA
"10446","Echinopora pacificus","Mode of larval development","cat",NA
"10447","Echinopora pacificus","Northern-most range edge","deg",29.2117354
"10448","Echinopora pacificus","Ocean basin","cat",NA
"10449","Echinopora pacificus","Range size","km^2",25528437.28
"10450","Echinopora pacificus","Sexual system","cat",NA
"10451","Echinopora pacificus","Southern-most range edge","deg",-27.71953919
"10452","Echinopora pacificus","Species age phylogeny","mya",0.854362833367538
"10453","Echinopora pacificus","Substrate attachment","cat",NA
"10454","Echinopora pacificus","Symbiodinium clade","cat",NA
"10455","Echinopora pacificus","Symbiodinium subclade","cat",NA
"10456","Echinopora pacificus","Water clarity preference","cat",NA
"10457","Echinopora pacificus","Water depth","m",1
"10458","Echinopora pacificus","Wave exposure preference","cat",NA
"10459","Echinopora pacificus","Western-most range edge","deg",94.9050048
"10460","Echinopora pacificus","Zooxanthellate","cat",NA
"10461","Echinopora robusta","Abundance world","cat",NA
"10462","Echinopora robusta","Coloniality","cat",NA
"10463","Echinopora robusta","Corallite width maximum","mm",8.6
"10464","Echinopora robusta","Corallite width minimum","mm",4.2
"10465","Echinopora robusta","Depth lower","m",25
"10466","Echinopora robusta","Depth upper","m",1
"10467","Echinopora robusta","Eastern-most range edge","deg",82.613025
"10468","Echinopora robusta","Genus fossil age","mya",19.714
"10469","Echinopora robusta","Genus fossil stage","cat",NA
"10470","Echinopora robusta","Geographical region","cat",NA
"10471","Echinopora robusta","Growth form Veron","cat",NA
"10472","Echinopora robusta","Growth form typical","cat",NA
"10473","Echinopora robusta","IUCN Red List category","cat",NA
"10474","Echinopora robusta","Indo-Pacific faunal province","cat",NA
"10475","Echinopora robusta","Northern-most range edge","deg",6.99991236
"10476","Echinopora robusta","Ocean basin","cat",NA
"10477","Echinopora robusta","Range size","km^2",65471.917225
"10478","Echinopora robusta","Southern-most range edge","deg",4.627775919
"10479","Echinopora robusta","Species age phylogeny","mya",0.668394144435242
"10480","Echinopora robusta","Substrate attachment","cat",NA
"10481","Echinopora robusta","Symbiodinium clade","cat",NA
"10482","Echinopora robusta","Symbiodinium subclade","cat",NA
"10483","Echinopora robusta","Water clarity preference","cat",NA
"10484","Echinopora robusta","Water depth","m",2.4
"10485","Echinopora robusta","Wave exposure preference","cat",NA
"10486","Echinopora robusta","Western-most range edge","deg",80.0252398
"10487","Echinopora robusta","Zooxanthellate","cat",NA
"10488","Echinopora taylorae","Abundance world","cat",NA
"10489","Echinopora taylorae","Coloniality","cat",NA
"10490","Echinopora taylorae","Corallite width maximum","mm",5
"10491","Echinopora taylorae","Corallite width minimum","mm",2.2
"10492","Echinopora taylorae","Depth lower","m",12
"10493","Echinopora taylorae","Depth upper","m",12
"10494","Echinopora taylorae","Eastern-most range edge","deg",132.94571793
"10495","Echinopora taylorae","Genus fossil age","mya",19.714
"10496","Echinopora taylorae","Genus fossil stage","cat",NA
"10497","Echinopora taylorae","Geographical region","cat",NA
"10498","Echinopora taylorae","Growth form Veron","cat",NA
"10499","Echinopora taylorae","Growth form typical","cat",NA
"10500","Echinopora taylorae","IUCN Red List category","cat",NA
"10501","Echinopora taylorae","Indo-Pacific faunal province","cat",NA
"10502","Echinopora taylorae","Northern-most range edge","deg",19.46358341
"10503","Echinopora taylorae","Ocean basin","cat",NA
"10504","Echinopora taylorae","Range size","km^2",8064647.07
"10505","Echinopora taylorae","Southern-most range edge","deg",-12.54378711
"10506","Echinopora taylorae","Species age phylogeny","mya",1.20548824631281
"10507","Echinopora taylorae","Substrate attachment","cat",NA
"10508","Echinopora taylorae","Water clarity preference","cat",NA
"10509","Echinopora taylorae","Wave exposure preference","cat",NA
"10510","Echinopora taylorae","Western-most range edge","deg",75.332451
"10511","Echinopora taylorae","Zooxanthellate","cat",NA
"10512","Echinopora tiranensis","Abundance world","cat",NA
"10513","Echinopora tiranensis","Coloniality","cat",NA
"10514","Echinopora tiranensis","Corallite width maximum","mm",3.5
"10515","Echinopora tiranensis","Corallite width minimum","mm",2.4
"10516","Echinopora tiranensis","Depth lower","m",15
"10517","Echinopora tiranensis","Depth upper","m",15
"10518","Echinopora tiranensis","Eastern-most range edge","deg",46.1683834
"10519","Echinopora tiranensis","Genus fossil age","mya",19.714
"10520","Echinopora tiranensis","Genus fossil stage","cat",NA
"10521","Echinopora tiranensis","Geographical region","cat",NA
"10522","Echinopora tiranensis","Growth form Veron","cat",NA
"10523","Echinopora tiranensis","Growth form typical","cat",NA
"10524","Echinopora tiranensis","IUCN Red List category","cat",NA
"10525","Echinopora tiranensis","Indo-Pacific faunal province","cat",NA
"10526","Echinopora tiranensis","Northern-most range edge","deg",30.93692554
"10527","Echinopora tiranensis","Ocean basin","cat",NA
"10528","Echinopora tiranensis","Range size","km^2",965905.8425
"10529","Echinopora tiranensis","Southern-most range edge","deg",10.0189951
"10530","Echinopora tiranensis","Species age phylogeny","mya",1.21239109499089
"10531","Echinopora tiranensis","Substrate attachment","cat",NA
"10532","Echinopora tiranensis","Water clarity preference","cat",NA
"10533","Echinopora tiranensis","Wave exposure preference","cat",NA
"10534","Echinopora tiranensis","Western-most range edge","deg",31.0729696
"10535","Echinopora tiranensis","Zooxanthellate","cat",NA
"10536","Eguchipsammia cornucopia","Geographical region","cat",NA
"10537","Eguchipsammia cornucopia","Ocean basin","cat",NA
"10538","Eguchipsammia cornucopia","Species age phylogeny","mya",1.42316857715186
"10539","Eguchipsammia cornucopia","Zooxanthellate","cat",NA
"10540","Eguchipsammia fistula","Geographical region","cat",NA
"10541","Eguchipsammia fistula","Ocean basin","cat",NA
"10542","Eguchipsammia fistula","Species age phylogeny","mya",1.3614695511802
"10543","Eguchipsammia fistula","Zooxanthellate","cat",NA
"10544","Eguchipsammia gaditana","Geographical region","cat",NA
"10545","Eguchipsammia gaditana","Ocean basin","cat",NA
"10546","Eguchipsammia gaditana","Species age phylogeny","mya",1.52993138832046
"10547","Eguchipsammia gaditana","Zooxanthellate","cat",NA
"10548","Eguchipsammia japonica","Geographical region","cat",NA
"10549","Eguchipsammia japonica","Ocean basin","cat",NA
"10550","Eguchipsammia japonica","Species age phylogeny","mya",1.37237496427727
"10551","Eguchipsammia japonica","Zooxanthellate","cat",NA
"10552","Eguchipsammia serpentina","Geographical region","cat",NA
"10553","Eguchipsammia serpentina","Ocean basin","cat",NA
"10554","Eguchipsammia serpentina","Species age phylogeny","mya",1.38505790678756
"10555","Eguchipsammia serpentina","Zooxanthellate","cat",NA
"10556","Eguchipsammia wellsi","Geographical region","cat",NA
"10557","Eguchipsammia wellsi","Ocean basin","cat",NA
"10558","Eguchipsammia wellsi","Species age phylogeny","mya",1.3672380247409
"10559","Eguchipsammia wellsi","Zooxanthellate","cat",NA
"10560","Enallopsammia profunda","Geographical region","cat",NA
"10561","Enallopsammia profunda","Ocean basin","cat",NA
"10562","Enallopsammia profunda","Species age phylogeny","mya",0.865625332990429
"10563","Enallopsammia profunda","Zooxanthellate","cat",NA
"10564","Enallopsammia pusilla","Geographical region","cat",NA
"10565","Enallopsammia pusilla","Ocean basin","cat",NA
"10566","Enallopsammia pusilla","Species age phylogeny","mya",0.800887364593242
"10567","Enallopsammia pusilla","Zooxanthellate","cat",NA
"10568","Enallopsammia rostrata","Geographical region","cat",NA
"10569","Enallopsammia rostrata","Mode of larval development","cat",NA
"10570","Enallopsammia rostrata","Ocean basin","cat",NA
"10571","Enallopsammia rostrata","Sexual system","cat",NA
"10572","Enallopsammia rostrata","Species age phylogeny","mya",0.84519507530613
"10573","Enallopsammia rostrata","Zooxanthellate","cat",NA
"10574","Endocyathopora laticostata","Geographical region","cat",NA
"10575","Endocyathopora laticostata","Ocean basin","cat",NA
"10576","Endocyathopora laticostata","Species age phylogeny","mya",3.42991797647437
"10577","Endocyathopora laticostata","Water clarity preference","cat",NA
"10578","Endocyathopora laticostata","Wave exposure preference","cat",NA
"10579","Endocyathopora laticostata","Zooxanthellate","cat",NA
"10580","Endopachys bulbosa","Geographical region","cat",NA
"10581","Endopachys bulbosa","Growth rate","mm yr^-1",25
"10582","Endopachys bulbosa","Ocean basin","cat",NA
"10583","Endopachys bulbosa","Species age phylogeny","mya",1.1926865465273
"10584","Endopachys bulbosa","Water temperature","ºC",24
"10585","Endopachys bulbosa","Year","cat",1932
"10586","Endopachys bulbosa","Zooxanthellate","cat",NA
"10587","Endopachys grayi","Geographical region","cat",NA
"10588","Endopachys grayi","Ocean basin","cat",NA
"10589","Endopachys grayi","Species age phylogeny","mya",1.1926865465273
"10590","Endopachys grayi","Zooxanthellate","cat",NA
"10591","Endopsammia philippensis","Geographical region","cat",NA
"10592","Endopsammia philippensis","Ocean basin","cat",NA
"10593","Endopsammia philippensis","Species age phylogeny","mya",1.14557413215966
"10594","Endopsammia philippensis","Zooxanthellate","cat",NA
"10595","Endopsammia pourtalesi","Geographical region","cat",NA
"10596","Endopsammia pourtalesi","Ocean basin","cat",NA
"10597","Endopsammia pourtalesi","Species age phylogeny","mya",1.22254288514293
"10598","Endopsammia pourtalesi","Zooxanthellate","cat",NA
"10599","Endopsammia regularis","Geographical region","cat",NA
"10600","Endopsammia regularis","Ocean basin","cat",NA
"10601","Endopsammia regularis","Species age phylogeny","mya",1.24355505035076
"10602","Endopsammia regularis","Zooxanthellate","cat",NA
"10603","Enigmopora darveliensis","Abundance world","cat",NA
"10604","Enigmopora darveliensis","IUCN Red List category","cat",NA
"10605","Enigmopora darveliensis","Species age phylogeny","mya",24.1659199995485
"10606","Enigmopora darveliensis","Water clarity preference","cat",NA
"10607","Enigmopora darveliensis","Wave exposure preference","cat",NA
"10608","Enigmopora darveliensis","Zooxanthellate","cat",NA
"10609","Ericiocyathus echinatus","Geographical region","cat",NA
"10610","Ericiocyathus echinatus","Ocean basin","cat",NA
"10611","Ericiocyathus echinatus","Species age phylogeny","mya",22.7106439164368
"10612","Ericiocyathus echinatus","Zooxanthellate","cat",NA
"10613","Erythrastrea flabellata","Abundance world","cat",NA
"10614","Erythrastrea flabellata","Coloniality","cat",NA
"10615","Erythrastrea flabellata","Colony maximum diameter","cm",100
"10616","Erythrastrea flabellata","Corallite width maximum","mm",14
"10617","Erythrastrea flabellata","Corallite width minimum","mm",10
"10618","Erythrastrea flabellata","Depth lower","m",25
"10619","Erythrastrea flabellata","Depth upper","m",5
"10620","Erythrastrea flabellata","Eastern-most range edge","deg",72.4429144
"10621","Erythrastrea flabellata","Geographical region","cat",NA
"10622","Erythrastrea flabellata","Growth form Veron","cat",NA
"10623","Erythrastrea flabellata","Growth form typical","cat",NA
"10624","Erythrastrea flabellata","IUCN Red List category","cat",NA
"10625","Erythrastrea flabellata","Indo-Pacific faunal province","cat",NA
"10626","Erythrastrea flabellata","Northern-most range edge","deg",30.8119151
"10627","Erythrastrea flabellata","Ocean basin","cat",NA
"10628","Erythrastrea flabellata","Range size","km^2",1806984.5257
"10629","Erythrastrea flabellata","Southern-most range edge","deg",9.203540933
"10630","Erythrastrea flabellata","Species age phylogeny","mya",3.64713342235206
"10631","Erythrastrea flabellata","Substrate attachment","cat",NA
"10632","Erythrastrea flabellata","Water clarity preference","cat",NA
"10633","Erythrastrea flabellata","Wave exposure preference","cat",NA
"10634","Erythrastrea flabellata","Western-most range edge","deg",31.4207665
"10635","Erythrastrea flabellata","Zooxanthellate","cat",NA
"10636","Euphyllia ancora","Abundance GBR","cat",NA
"10637","Euphyllia ancora","Abundance world","cat",NA
"10638","Euphyllia ancora","Coloniality","cat",NA
"10639","Euphyllia ancora","Colony maximum diameter","cm",100
"10640","Euphyllia ancora","Corallite width maximum","mm",45
"10641","Euphyllia ancora","Corallite width minimum","mm",16
"10642","Euphyllia ancora","Depth lower","m",30
"10643","Euphyllia ancora","Depth upper","m",6
"10644","Euphyllia ancora","Eastern-most range edge","deg",157.51584
"10645","Euphyllia ancora","Genus fossil age","mya",48.74
"10646","Euphyllia ancora","Genus fossil stage","cat",NA
"10647","Euphyllia ancora","Geographical region","cat",NA
"10648","Euphyllia ancora","Growth form Veron","cat",NA
"10649","Euphyllia ancora","Growth form typical","cat",NA
"10650","Euphyllia ancora","IUCN Red List category","cat",NA
"10651","Euphyllia ancora","Indo-Pacific faunal province","cat",NA
"10652","Euphyllia ancora","Mode of larval development","cat",NA
"10653","Euphyllia ancora","Northern-most range edge","deg",37.38648163
"10654","Euphyllia ancora","Ocean basin","cat",NA
"10655","Euphyllia ancora","Range size","km^2",23106551.705
"10656","Euphyllia ancora","Sexual system","cat",NA
"10657","Euphyllia ancora","Southern-most range edge","deg",-33.03917566
"10658","Euphyllia ancora","Species age phylogeny","mya",1.54598823424411
"10659","Euphyllia ancora","Substrate attachment","cat",NA
"10660","Euphyllia ancora","Symbiodinium clade","cat",NA
"10661","Euphyllia ancora","Symbiodinium subclade","cat",NA
"10662","Euphyllia ancora","Water clarity preference","cat",NA
"10663","Euphyllia ancora","Water depth","m",3
"10664","Euphyllia ancora","Wave exposure preference","cat",NA
"10665","Euphyllia ancora","Western-most range edge","deg",68.6689846
"10666","Euphyllia ancora","Zooxanthellate","cat",NA
"10667","Euphyllia cristata","Abundance GBR","cat",NA
"10668","Euphyllia cristata","Abundance world","cat",NA
"10669","Euphyllia cristata","Coloniality","cat",NA
"10670","Euphyllia cristata","Colony maximum diameter","cm",12
"10671","Euphyllia cristata","Corallite width maximum","mm",25
"10672","Euphyllia cristata","Corallite width minimum","mm",20
"10673","Euphyllia cristata","Depth lower","m",35
"10674","Euphyllia cristata","Depth upper","m",1
"10675","Euphyllia cristata","Eastern-most range edge","deg",-175.80631684
"10676","Euphyllia cristata","Genus fossil age","mya",48.74
"10677","Euphyllia cristata","Genus fossil stage","cat",NA
"10678","Euphyllia cristata","Geographical region","cat",NA
"10679","Euphyllia cristata","Growth form Veron","cat",NA
"10680","Euphyllia cristata","Growth form typical","cat",NA
"10681","Euphyllia cristata","IUCN Red List category","cat",NA
"10682","Euphyllia cristata","Indo-Pacific faunal province","cat",NA
"10683","Euphyllia cristata","Northern-most range edge","deg",30.10568368
"10684","Euphyllia cristata","Ocean basin","cat",NA
"10685","Euphyllia cristata","Range size","km^2",34723713.95
"10686","Euphyllia cristata","Southern-most range edge","deg",-33.30848029
"10687","Euphyllia cristata","Species age phylogeny","mya",1.48126980618824
"10688","Euphyllia cristata","Substrate attachment","cat",NA
"10689","Euphyllia cristata","Water clarity preference","cat",NA
"10690","Euphyllia cristata","Wave exposure preference","cat",NA
"10691","Euphyllia cristata","Western-most range edge","deg",94.4858414
"10692","Euphyllia cristata","Zooxanthellate","cat",NA
"10693","Euphyllia divisa","Abundance GBR","cat",NA
"10694","Euphyllia divisa","Abundance world","cat",NA
"10695","Euphyllia divisa","Coloniality","cat",NA
"10696","Euphyllia divisa","Colony maximum diameter","cm",100
"10697","Euphyllia divisa","Corallite width maximum","mm",22
"10698","Euphyllia divisa","Depth lower","m",35
"10699","Euphyllia divisa","Depth upper","m",2
"10700","Euphyllia divisa","Eastern-most range edge","deg",154.25670495
"10701","Euphyllia divisa","Genus fossil age","mya",48.74
"10702","Euphyllia divisa","Genus fossil stage","cat",NA
"10703","Euphyllia divisa","Geographical region","cat",NA
"10704","Euphyllia divisa","Growth form Veron","cat",NA
"10705","Euphyllia divisa","Growth form typical","cat",NA
"10706","Euphyllia divisa","IUCN Red List category","cat",NA
"10707","Euphyllia divisa","Indo-Pacific faunal province","cat",NA
"10708","Euphyllia divisa","Mode of larval development","cat",NA
"10709","Euphyllia divisa","Northern-most range edge","deg",26.33376278
"10710","Euphyllia divisa","Ocean basin","cat",NA
"10711","Euphyllia divisa","Range size","km^2",17398924.095
"10712","Euphyllia divisa","Southern-most range edge","deg",-31.19705585
"10713","Euphyllia divisa","Species age phylogeny","mya",0.773819121217371
"10714","Euphyllia divisa","Substrate attachment","cat",NA
"10715","Euphyllia divisa","Symbiodinium clade","cat",NA
"10716","Euphyllia divisa","Symbiodinium subclade","cat",NA
"10717","Euphyllia divisa","Water clarity preference","cat",NA
"10718","Euphyllia divisa","Water depth","m",5
"10719","Euphyllia divisa","Wave exposure preference","cat",NA
"10720","Euphyllia divisa","Western-most range edge","deg",94.6003635
"10721","Euphyllia divisa","Zooxanthellate","cat",NA
"10722","Euphyllia fimbriata","Genus fossil age","mya",48.74
"10723","Euphyllia fimbriata","Genus fossil stage","cat",NA
"10724","Euphyllia fimbriata","Geographical region","cat",NA
"10725","Euphyllia fimbriata","Ocean basin","cat",NA
"10726","Euphyllia fimbriata","Zooxanthellate","cat",NA
"10727","Euphyllia glabrescens","Abundance GBR","cat",NA
"10728","Euphyllia glabrescens","Abundance world","cat",NA
"10729","Euphyllia glabrescens","Coloniality","cat",NA
"10730","Euphyllia glabrescens","Corallite width maximum","mm",19
"10731","Euphyllia glabrescens","Corallite width minimum","mm",8
"10732","Euphyllia glabrescens","Depth lower","m",27.5
"10733","Euphyllia glabrescens","Depth upper","m",2
"10734","Euphyllia glabrescens","Eastern-most range edge","deg",-175.98238217
"10735","Euphyllia glabrescens","Genus fossil age","mya",48.74
"10736","Euphyllia glabrescens","Genus fossil stage","cat",NA
"10737","Euphyllia glabrescens","Geographical region","cat",NA
"10738","Euphyllia glabrescens","Growth form Veron","cat",NA
"10739","Euphyllia glabrescens","Growth form typical","cat",NA
"10740","Euphyllia glabrescens","IUCN Red List category","cat",NA
"10741","Euphyllia glabrescens","Indo-Pacific faunal province","cat",NA
"10742","Euphyllia glabrescens","Mode of larval development","cat",NA
"10743","Euphyllia glabrescens","Northern-most range edge","deg",33.52299133
"10744","Euphyllia glabrescens","Ocean basin","cat",NA
"10745","Euphyllia glabrescens","Range size","km^2",55045935.335
"10746","Euphyllia glabrescens","Southern-most range edge","deg",-32.9803135
"10747","Euphyllia glabrescens","Species age phylogeny","mya",1.39728963302369
"10748","Euphyllia glabrescens","Substrate attachment","cat",NA
"10749","Euphyllia glabrescens","Symbiodinium clade","cat",NA
"10750","Euphyllia glabrescens","Symbiodinium sp. in propagules","bin",NA
"10751","Euphyllia glabrescens","Symbiodinium subclade","cat",NA
"10752","Euphyllia glabrescens","Water clarity preference","cat",NA
"10753","Euphyllia glabrescens","Water depth","m",4
"10754","Euphyllia glabrescens","Wave exposure preference","cat",NA
"10755","Euphyllia glabrescens","Western-most range edge","deg",31.0781375
"10756","Euphyllia glabrescens","Zooxanthellate","cat",NA
"10757","Euphyllia paraancora","Abundance world","cat",NA
"10758","Euphyllia paraancora","Coloniality","cat",NA
"10759","Euphyllia paraancora","Corallite width maximum","mm",30
"10760","Euphyllia paraancora","Corallite width minimum","mm",29
"10761","Euphyllia paraancora","Depth lower","m",30
"10762","Euphyllia paraancora","Depth upper","m",3
"10763","Euphyllia paraancora","Eastern-most range edge","deg",175.37023199
"10764","Euphyllia paraancora","Genus fossil age","mya",48.74
"10765","Euphyllia paraancora","Genus fossil stage","cat",NA
"10766","Euphyllia paraancora","Geographical region","cat",NA
"10767","Euphyllia paraancora","Growth form Veron","cat",NA
"10768","Euphyllia paraancora","Growth form typical","cat",NA
"10769","Euphyllia paraancora","IUCN Red List category","cat",NA
