observation_id,access,user_id,specie_id,specie_name,location_id,location_name,latitude,longitude,resource_id,resource_secondary_id,measurement_id,trait_id,trait_name,standard_id,standard_unit,methodology_id,methodology_name,value,value_type,precision,precision_type,precision_upper,replicates,notes
138163,1,9,115,Acropora nana,178,Lizard Island,-14.6689,145.4594,192,,179982,142,Habitat type,10,cat,,,crest,raw_value,,,,,
138163,1,9,115,Acropora nana,178,Lizard Island,-14.6689,145.4594,192,,179983,143,Water depth,9,m,,,2,median,1,range,3,,
138163,1,9,115,Acropora nana,178,Lizard Island,-14.6689,145.4594,192,,179984,151,Season,10,cat,,,Nov,raw_value,,,,,
138163,1,9,115,Acropora nana,178,Lizard Island,-14.6689,145.4594,192,,179985,155,Colony area,57,cm^2,,,89.53647655,raw_value,,,,,data from Figure F5b
138163,1,9,115,Acropora nana,178,Lizard Island,-14.6689,145.4594,192,,179986,216,Colony fecundity,77,mm^3,,,1630.172909,raw_value,,,,,data from Figure F5b
138161,1,9,115,Acropora nana,178,Lizard Island,-14.6689,145.4594,192,,179972,142,Habitat type,10,cat,,,crest,raw_value,,,,,
138161,1,9,115,Acropora nana,178,Lizard Island,-14.6689,145.4594,192,,179973,143,Water depth,9,m,,,2,median,1,range,3,,
138161,1,9,115,Acropora nana,178,Lizard Island,-14.6689,145.4594,192,,179974,151,Season,10,cat,,,Nov,raw_value,,,,,
138161,1,9,115,Acropora nana,178,Lizard Island,-14.6689,145.4594,192,,179975,155,Colony area,57,cm^2,,,83.19553138,raw_value,,,,,data from Figure F5b
138161,1,9,115,Acropora nana,178,Lizard Island,-14.6689,145.4594,192,,179976,216,Colony fecundity,77,mm^3,,,112.8151303,raw_value,,,,,data from Figure F5b
138164,1,9,115,Acropora nana,178,Lizard Island,-14.6689,145.4594,192,,179987,142,Habitat type,10,cat,,,crest,raw_value,,,,,
138164,1,9,115,Acropora nana,178,Lizard Island,-14.6689,145.4594,192,,179988,143,Water depth,9,m,,,2,median,1,range,3,,
138164,1,9,115,Acropora nana,178,Lizard Island,-14.6689,145.4594,192,,179989,151,Season,10,cat,,,Nov,raw_value,,,,,
138164,1,9,115,Acropora nana,178,Lizard Island,-14.6689,145.4594,192,,179990,155,Colony area,57,cm^2,,,95.10426642,raw_value,,,,,data from Figure F5b
138164,1,9,115,Acropora nana,178,Lizard Island,-14.6689,145.4594,192,,179991,216,Colony fecundity,77,mm^3,,,691.3090359,raw_value,,,,,data from Figure F5b
156169,1,9,794,Coelastrea aspera,177,"Pioneer Bay, Orpheus Island",-18.610784,146.488051,273,,198476,142,Habitat type,10,cat,,,flat,raw_value,,,,,
156169,1,9,794,Coelastrea aspera,177,"Pioneer Bay, Orpheus Island",-18.610784,146.488051,273,,198477,143,Water depth,9,m,6,Depth gauge,2,raw_value,,,,,tidal range of 3.5m. They have collected data on low tide only.
156169,1,9,794,Coelastrea aspera,177,"Pioneer Bay, Orpheus Island",-18.610784,146.488051,273,,198478,144,Wave exposure,10,cat,,,sheltered,raw_value,,,,,
156169,1,9,794,Coelastrea aspera,177,"Pioneer Bay, Orpheus Island",-18.610784,146.488051,273,,198479,148,Polyps per area,47,units cm^-2,,,3.4,mean,0.9,standard_deviation,,4,
156169,1,9,794,Coelastrea aspera,177,"Pioneer Bay, Orpheus Island",-18.610784,146.488051,273,,198480,151,Season,10,cat,,,June-August,raw_value,,,,,
156169,1,9,794,Coelastrea aspera,177,"Pioneer Bay, Orpheus Island",-18.610784,146.488051,273,,198481,209,Mesentery fecundity,6,units,,,11.2,mean,1,standard_deviation,,4,
156169,1,9,794,Coelastrea aspera,177,"Pioneer Bay, Orpheus Island",-18.610784,146.488051,273,,198482,210,Number of septa per corallite,6,units,,,23.7,mean,0.8,standard_deviation,,4,
156169,1,9,794,Coelastrea aspera,177,"Pioneer Bay, Orpheus Island",-18.610784,146.488051,273,,198483,211,Eggs per area,47,units cm^-2,,,900,mean,250,standard_deviation,,4,
156167,1,9,794,Coelastrea aspera,3,"Geoffrey Bay, Magnetic Island",-19.156016,146.864828,273,,198463,142,Habitat type,10,cat,,,flat,raw_value,,,,,
156167,1,9,794,Coelastrea aspera,3,"Geoffrey Bay, Magnetic Island",-19.156016,146.864828,273,,198464,143,Water depth,9,m,6,Depth gauge,2,raw_value,,,,,tidal range of 3.5m. They have collected data on low tide only.
156167,1,9,794,Coelastrea aspera,3,"Geoffrey Bay, Magnetic Island",-19.156016,146.864828,273,,198465,144,Wave exposure,10,cat,,,sheltered,raw_value,,,,,
156167,1,9,794,Coelastrea aspera,3,"Geoffrey Bay, Magnetic Island",-19.156016,146.864828,273,,198466,148,Polyps per area,47,units cm^-2,,,3.4,mean,0.9,standard_deviation,,8,
156167,1,9,794,Coelastrea aspera,3,"Geoffrey Bay, Magnetic Island",-19.156016,146.864828,273,,198467,151,Season,10,cat,,,June-August,raw_value,,,,,
156167,1,9,794,Coelastrea aspera,3,"Geoffrey Bay, Magnetic Island",-19.156016,146.864828,273,,198468,209,Mesentery fecundity,6,units,,,11.7,mean,1.1,standard_deviation,,8,
156167,1,9,794,Coelastrea aspera,3,"Geoffrey Bay, Magnetic Island",-19.156016,146.864828,273,,198469,210,Number of septa per corallite,6,units,,,23.7,mean,0.8,standard_deviation,,8,
156167,1,9,794,Coelastrea aspera,3,"Geoffrey Bay, Magnetic Island",-19.156016,146.864828,273,,198470,211,Eggs per area,47,units cm^-2,,,940,mean,260,standard_deviation,,8,
156167,1,9,794,Coelastrea aspera,3,"Geoffrey Bay, Magnetic Island",-19.156016,146.864828,273,,198463,142,Habitat type,10,cat,,,flat,raw_value,,,,,
156167,1,9,794,Coelastrea aspera,3,"Geoffrey Bay, Magnetic Island",-19.156016,146.864828,273,,198464,143,Water depth,9,m,6,Depth gauge,2,raw_value,,,,,tidal range of 3.5m. They have collected data on low tide only.
156167,1,9,794,Coelastrea aspera,3,"Geoffrey Bay, Magnetic Island",-19.156016,146.864828,273,,198465,144,Wave exposure,10,cat,,,sheltered,raw_value,,,,,
156167,1,9,794,Coelastrea aspera,3,"Geoffrey Bay, Magnetic Island",-19.156016,146.864828,273,,198466,148,Polyps per area,47,units cm^-2,,,3.4,mean,0.9,standard_deviation,,8,
156167,1,9,794,Coelastrea aspera,3,"Geoffrey Bay, Magnetic Island",-19.156016,146.864828,273,,198467,151,Season,10,cat,,,June-August,raw_value,,,,,
156167,1,9,794,Coelastrea aspera,3,"Geoffrey Bay, Magnetic Island",-19.156016,146.864828,273,,198468,209,Mesentery fecundity,6,units,,,11.7,mean,1.1,standard_deviation,,8,
156167,1,9,794,Coelastrea aspera,3,"Geoffrey Bay, Magnetic Island",-19.156016,146.864828,273,,198469,210,Number of septa per corallite,6,units,,,23.7,mean,0.8,standard_deviation,,8,
156167,1,9,794,Coelastrea aspera,3,"Geoffrey Bay, Magnetic Island",-19.156016,146.864828,273,,198470,211,Eggs per area,47,units cm^-2,,,940,mean,260,standard_deviation,,8,
156169,1,9,794,Coelastrea aspera,177,"Pioneer Bay, Orpheus Island",-18.610784,146.488051,273,,198476,142,Habitat type,10,cat,,,flat,raw_value,,,,,
156169,1,9,794,Coelastrea aspera,177,"Pioneer Bay, Orpheus Island",-18.610784,146.488051,273,,198477,143,Water depth,9,m,6,Depth gauge,2,raw_value,,,,,tidal range of 3.5m. They have collected data on low tide only.
156169,1,9,794,Coelastrea aspera,177,"Pioneer Bay, Orpheus Island",-18.610784,146.488051,273,,198478,144,Wave exposure,10,cat,,,sheltered,raw_value,,,,,
156169,1,9,794,Coelastrea aspera,177,"Pioneer Bay, Orpheus Island",-18.610784,146.488051,273,,198479,148,Polyps per area,47,units cm^-2,,,3.4,mean,0.9,standard_deviation,,4,
156169,1,9,794,Coelastrea aspera,177,"Pioneer Bay, Orpheus Island",-18.610784,146.488051,273,,198480,151,Season,10,cat,,,June-August,raw_value,,,,,
156169,1,9,794,Coelastrea aspera,177,"Pioneer Bay, Orpheus Island",-18.610784,146.488051,273,,198481,209,Mesentery fecundity,6,units,,,11.2,mean,1,standard_deviation,,4,
156169,1,9,794,Coelastrea aspera,177,"Pioneer Bay, Orpheus Island",-18.610784,146.488051,273,,198482,210,Number of septa per corallite,6,units,,,23.7,mean,0.8,standard_deviation,,4,
156169,1,9,794,Coelastrea aspera,177,"Pioneer Bay, Orpheus Island",-18.610784,146.488051,273,,198483,211,Eggs per area,47,units cm^-2,,,900,mean,250,standard_deviation,,4,
137894,1,9,648,Dipsastraea favus,178,Lizard Island,-14.6689,145.4594,391,,178594,12,Polyp fecundity,6,units,,,1200,raw_value,,,,,
137894,1,9,648,Dipsastraea favus,178,Lizard Island,-14.6689,145.4594,391,,178595,46,Size at maturity,29,cm,,,4,raw_value,,,,,
137894,1,9,648,Dipsastraea favus,178,Lizard Island,-14.6689,145.4594,391,,178596,142,Habitat type,10,cat,,,back,raw_value,,,,,
137894,1,9,648,Dipsastraea favus,178,Lizard Island,-14.6689,145.4594,391,,178597,143,Water depth,9,m,,,5.5,median,2,range,9,,
137894,1,9,648,Dipsastraea favus,178,Lizard Island,-14.6689,145.4594,391,,178598,148,Polyps per area,47,units cm^-2,,,1.273,raw_value,,,,,estimated from a colony with 10cm diameter
137894,1,9,648,Dipsastraea favus,178,Lizard Island,-14.6689,145.4594,391,,178599,211,Eggs per area,47,units cm^-2,,,1527.8,raw_value,,,,,estimated from a colony with 10cm diameter
137894,1,9,648,Dipsastraea favus,178,Lizard Island,-14.6689,145.4594,391,,178600,213,Corallite width,29,cm,,,1,raw_value,,,,,
137894,1,9,648,Dipsastraea favus,178,Lizard Island,-14.6689,145.4594,391,,178601,214,Mature egg diameter,39,µm,,,360,raw_value,,,,,Measured from sections
137894,1,9,648,Dipsastraea favus,178,Lizard Island,-14.6689,145.4594,391,,178602,214,Mature egg diameter,39,µm,,,500,raw_value,,,,,Measured from dissected gonads
137894,1,9,648,Dipsastraea favus,178,Lizard Island,-14.6689,145.4594,391,,178594,12,Polyp fecundity,6,units,,,1200,raw_value,,,,,
137894,1,9,648,Dipsastraea favus,178,Lizard Island,-14.6689,145.4594,391,,178595,46,Size at maturity,29,cm,,,4,raw_value,,,,,
137894,1,9,648,Dipsastraea favus,178,Lizard Island,-14.6689,145.4594,391,,178596,142,Habitat type,10,cat,,,back,raw_value,,,,,
137894,1,9,648,Dipsastraea favus,178,Lizard Island,-14.6689,145.4594,391,,178597,143,Water depth,9,m,,,5.5,median,2,range,9,,
137894,1,9,648,Dipsastraea favus,178,Lizard Island,-14.6689,145.4594,391,,178598,148,Polyps per area,47,units cm^-2,,,1.273,raw_value,,,,,estimated from a colony with 10cm diameter
137894,1,9,648,Dipsastraea favus,178,Lizard Island,-14.6689,145.4594,391,,178599,211,Eggs per area,47,units cm^-2,,,1527.8,raw_value,,,,,estimated from a colony with 10cm diameter
137894,1,9,648,Dipsastraea favus,178,Lizard Island,-14.6689,145.4594,391,,178600,213,Corallite width,29,cm,,,1,raw_value,,,,,
137894,1,9,648,Dipsastraea favus,178,Lizard Island,-14.6689,145.4594,391,,178601,214,Mature egg diameter,39,µm,,,360,raw_value,,,,,Measured from sections
137894,1,9,648,Dipsastraea favus,178,Lizard Island,-14.6689,145.4594,391,,178602,214,Mature egg diameter,39,µm,,,500,raw_value,,,,,Measured from dissected gonads
156171,1,9,799,Goniastrea favulus,3,"Geoffrey Bay, Magnetic Island",-19.156016,146.864828,273,,198489,142,Habitat type,10,cat,,,flat,raw_value,,,,,
156171,1,9,799,Goniastrea favulus,3,"Geoffrey Bay, Magnetic Island",-19.156016,146.864828,273,,198490,143,Water depth,9,m,6,Depth gauge,2,raw_value,,,,,tidal range of 3.5m. They have collected data on low tide only.
156171,1,9,799,Goniastrea favulus,3,"Geoffrey Bay, Magnetic Island",-19.156016,146.864828,273,,198491,144,Wave exposure,10,cat,,,sheltered,raw_value,,,,,
156171,1,9,799,Goniastrea favulus,3,"Geoffrey Bay, Magnetic Island",-19.156016,146.864828,273,,198492,148,Polyps per area,47,units cm^-2,,,3.9,mean,1.2,standard_deviation,,11,
156171,1,9,799,Goniastrea favulus,3,"Geoffrey Bay, Magnetic Island",-19.156016,146.864828,273,,198493,151,Season,10,cat,,,June-August,raw_value,,,,,
156171,1,9,799,Goniastrea favulus,3,"Geoffrey Bay, Magnetic Island",-19.156016,146.864828,273,,198494,209,Mesentery fecundity,6,units,,,3.9,mean,0.6,standard_deviation,,11,
156171,1,9,799,Goniastrea favulus,3,"Geoffrey Bay, Magnetic Island",-19.156016,146.864828,273,,198495,210,Number of septa per corallite,6,units,,,23.2,mean,1,standard_deviation,,11,
156171,1,9,799,Goniastrea favulus,3,"Geoffrey Bay, Magnetic Island",-19.156016,146.864828,273,,198496,211,Eggs per area,47,units cm^-2,,,340,mean,130,standard_deviation,,11,
156173,1,9,799,Goniastrea favulus,177,"Pioneer Bay, Orpheus Island",-18.610784,146.488051,273,,198502,142,Habitat type,10,cat,,,flat,raw_value,,,,,
156173,1,9,799,Goniastrea favulus,177,"Pioneer Bay, Orpheus Island",-18.610784,146.488051,273,,198503,143,Water depth,9,m,6,Depth gauge,2,raw_value,,,,,tidal range of 3.5m. They have collected data on low tide only.
156173,1,9,799,Goniastrea favulus,177,"Pioneer Bay, Orpheus Island",-18.610784,146.488051,273,,198504,144,Wave exposure,10,cat,,,sheltered,raw_value,,,,,
156173,1,9,799,Goniastrea favulus,177,"Pioneer Bay, Orpheus Island",-18.610784,146.488051,273,,198505,148,Polyps per area,47,units cm^-2,,,3.9,mean,1.2,standard_deviation,,7,
156173,1,9,799,Goniastrea favulus,177,"Pioneer Bay, Orpheus Island",-18.610784,146.488051,273,,198506,151,Season,10,cat,,,June-August,raw_value,,,,,
156173,1,9,799,Goniastrea favulus,177,"Pioneer Bay, Orpheus Island",-18.610784,146.488051,273,,198507,209,Mesentery fecundity,6,units,,,4.9,mean,0.8,standard_deviation,,7,
156173,1,9,799,Goniastrea favulus,177,"Pioneer Bay, Orpheus Island",-18.610784,146.488051,273,,198508,210,Number of septa per corallite,6,units,,,23.2,mean,1,standard_deviation,,7,
156173,1,9,799,Goniastrea favulus,177,"Pioneer Bay, Orpheus Island",-18.610784,146.488051,273,,198509,211,Eggs per area,47,units cm^-2,,,420,mean,160,standard_deviation,,7,
156173,1,9,799,Goniastrea favulus,177,"Pioneer Bay, Orpheus Island",-18.610784,146.488051,273,,198502,142,Habitat type,10,cat,,,flat,raw_value,,,,,
156173,1,9,799,Goniastrea favulus,177,"Pioneer Bay, Orpheus Island",-18.610784,146.488051,273,,198503,143,Water depth,9,m,6,Depth gauge,2,raw_value,,,,,tidal range of 3.5m. They have collected data on low tide only.
156173,1,9,799,Goniastrea favulus,177,"Pioneer Bay, Orpheus Island",-18.610784,146.488051,273,,198504,144,Wave exposure,10,cat,,,sheltered,raw_value,,,,,
156173,1,9,799,Goniastrea favulus,177,"Pioneer Bay, Orpheus Island",-18.610784,146.488051,273,,198505,148,Polyps per area,47,units cm^-2,,,3.9,mean,1.2,standard_deviation,,7,
156173,1,9,799,Goniastrea favulus,177,"Pioneer Bay, Orpheus Island",-18.610784,146.488051,273,,198506,151,Season,10,cat,,,June-August,raw_value,,,,,
156173,1,9,799,Goniastrea favulus,177,"Pioneer Bay, Orpheus Island",-18.610784,146.488051,273,,198507,209,Mesentery fecundity,6,units,,,4.9,mean,0.8,standard_deviation,,7,
156173,1,9,799,Goniastrea favulus,177,"Pioneer Bay, Orpheus Island",-18.610784,146.488051,273,,198508,210,Number of septa per corallite,6,units,,,23.2,mean,1,standard_deviation,,7,
156173,1,9,799,Goniastrea favulus,177,"Pioneer Bay, Orpheus Island",-18.610784,146.488051,273,,198509,211,Eggs per area,47,units cm^-2,,,420,mean,160,standard_deviation,,7,
156171,1,9,799,Goniastrea favulus,3,"Geoffrey Bay, Magnetic Island",-19.156016,146.864828,273,,198489,142,Habitat type,10,cat,,,flat,raw_value,,,,,
156171,1,9,799,Goniastrea favulus,3,"Geoffrey Bay, Magnetic Island",-19.156016,146.864828,273,,198490,143,Water depth,9,m,6,Depth gauge,2,raw_value,,,,,tidal range of 3.5m. They have collected data on low tide only.
156171,1,9,799,Goniastrea favulus,3,"Geoffrey Bay, Magnetic Island",-19.156016,146.864828,273,,198491,144,Wave exposure,10,cat,,,sheltered,raw_value,,,,,
156171,1,9,799,Goniastrea favulus,3,"Geoffrey Bay, Magnetic Island",-19.156016,146.864828,273,,198492,148,Polyps per area,47,units cm^-2,,,3.9,mean,1.2,standard_deviation,,11,
156171,1,9,799,Goniastrea favulus,3,"Geoffrey Bay, Magnetic Island",-19.156016,146.864828,273,,198493,151,Season,10,cat,,,June-August,raw_value,,,,,
156171,1,9,799,Goniastrea favulus,3,"Geoffrey Bay, Magnetic Island",-19.156016,146.864828,273,,198494,209,Mesentery fecundity,6,units,,,3.9,mean,0.6,standard_deviation,,11,
156171,1,9,799,Goniastrea favulus,3,"Geoffrey Bay, Magnetic Island",-19.156016,146.864828,273,,198495,210,Number of septa per corallite,6,units,,,23.2,mean,1,standard_deviation,,11,
156171,1,9,799,Goniastrea favulus,3,"Geoffrey Bay, Magnetic Island",-19.156016,146.864828,273,,198496,211,Eggs per area,47,units cm^-2,,,340,mean,130,standard_deviation,,11,
138271,1,9,805,Goniastrea retiformis,178,Lizard Island,-14.6689,145.4594,192,,180529,12,Polyp fecundity,6,units,,,45.818,raw_value,1.63,standard_error,,,
138271,1,9,805,Goniastrea retiformis,178,Lizard Island,-14.6689,145.4594,192,,180530,46,Size at maturity,57,cm^2,,,27.95117054,raw_value,,,,,"We follow a different definition than the one in the resource paper. The colony diameter at which a coral is observed to start producing gametes and reproducing, instead of the size in which all colonies are reproducing."
138271,1,9,805,Goniastrea retiformis,178,Lizard Island,-14.6689,145.4594,192,,180531,142,Habitat type,10,cat,,,crest,raw_value,,,,,
138271,1,9,805,Goniastrea retiformis,178,Lizard Island,-14.6689,145.4594,192,,180532,143,Water depth,9,m,,,2,median,1,range,3,,
138271,1,9,805,Goniastrea retiformis,178,Lizard Island,-14.6689,145.4594,192,,180533,148,Polyps per area,47,units cm^-2,,,8.5,mean,1.7,standard_error,,,Counts
138271,1,9,805,Goniastrea retiformis,178,Lizard Island,-14.6689,145.4594,192,,180534,151,Season,10,cat,,,Nov,raw_value,,,,,
138271,1,9,805,Goniastrea retiformis,178,Lizard Island,-14.6689,145.4594,192,,180535,212,Ratio of female to male gonads,66,x:y,,,0.37,mean,0.14,standard_error,,,
138174,1,9,805,Goniastrea retiformis,178,Lizard Island,-14.6689,145.4594,192,,180037,142,Habitat type,10,cat,,,crest,raw_value,,,,,
138174,1,9,805,Goniastrea retiformis,178,Lizard Island,-14.6689,145.4594,192,,180038,143,Water depth,9,m,,,2,median,1,range,3,,
138174,1,9,805,Goniastrea retiformis,178,Lizard Island,-14.6689,145.4594,192,,180039,151,Season,10,cat,,,Nov,raw_value,,,,,
138174,1,9,805,Goniastrea retiformis,178,Lizard Island,-14.6689,145.4594,192,,180040,155,Colony area,57,cm^2,,,3.894933077,raw_value,,,,,data from Figure F5e
138174,1,9,805,Goniastrea retiformis,178,Lizard Island,-14.6689,145.4594,192,,180041,216,Colony fecundity,77,mm^3,,,0,raw_value,,,,,data from Figure F5e
138177,1,9,805,Goniastrea retiformis,178,Lizard Island,-14.6689,145.4594,192,,180052,142,Habitat type,10,cat,,,crest,raw_value,,,,,
138177,1,9,805,Goniastrea retiformis,178,Lizard Island,-14.6689,145.4594,192,,180053,143,Water depth,9,m,,,2,median,1,range,3,,
138177,1,9,805,Goniastrea retiformis,178,Lizard Island,-14.6689,145.4594,192,,180054,151,Season,10,cat,,,Nov,raw_value,,,,,
138177,1,9,805,Goniastrea retiformis,178,Lizard Island,-14.6689,145.4594,192,,180055,155,Colony area,57,cm^2,,,8.900204796,raw_value,,,,,data from Figure F5e
138177,1,9,805,Goniastrea retiformis,178,Lizard Island,-14.6689,145.4594,192,,180056,216,Colony fecundity,77,mm^3,,,0,raw_value,,,,,data from Figure F5e
138179,1,9,805,Goniastrea retiformis,178,Lizard Island,-14.6689,145.4594,192,,180062,142,Habitat type,10,cat,,,crest,raw_value,,,,,
138179,1,9,805,Goniastrea retiformis,178,Lizard Island,-14.6689,145.4594,192,,180063,143,Water depth,9,m,,,2,median,1,range,3,,
138179,1,9,805,Goniastrea retiformis,178,Lizard Island,-14.6689,145.4594,192,,180064,151,Season,10,cat,,,Nov,raw_value,,,,,
138179,1,9,805,Goniastrea retiformis,178,Lizard Island,-14.6689,145.4594,192,,180065,155,Colony area,57,cm^2,,,27.95117054,raw_value,,,,,data from Figure F5e
138179,1,9,805,Goniastrea retiformis,178,Lizard Island,-14.6689,145.4594,192,,180066,216,Colony fecundity,77,mm^3,,,443.4265543,raw_value,,,,,data from Figure F5e
138181,1,9,805,Goniastrea retiformis,178,Lizard Island,-14.6689,145.4594,192,,180072,142,Habitat type,10,cat,,,crest,raw_value,,,,,
138181,1,9,805,Goniastrea retiformis,178,Lizard Island,-14.6689,145.4594,192,,180073,143,Water depth,9,m,,,2,median,1,range,3,,
138181,1,9,805,Goniastrea retiformis,178,Lizard Island,-14.6689,145.4594,192,,180074,151,Season,10,cat,,,Nov,raw_value,,,,,
138181,1,9,805,Goniastrea retiformis,178,Lizard Island,-14.6689,145.4594,192,,180075,155,Colony area,57,cm^2,,,39.73745051,raw_value,,,,,data from Figure F5e
138181,1,9,805,Goniastrea retiformis,178,Lizard Island,-14.6689,145.4594,192,,180076,216,Colony fecundity,77,mm^3,,,202.4698196,raw_value,,,,,data from Figure F5e
138183,1,9,805,Goniastrea retiformis,178,Lizard Island,-14.6689,145.4594,192,,180082,142,Habitat type,10,cat,,,crest,raw_value,,,,,
138183,1,9,805,Goniastrea retiformis,178,Lizard Island,-14.6689,145.4594,192,,180083,143,Water depth,9,m,,,2,median,1,range,3,,
138183,1,9,805,Goniastrea retiformis,178,Lizard Island,-14.6689,145.4594,192,,180084,151,Season,10,cat,,,Nov,raw_value,,,,,
138183,1,9,805,Goniastrea retiformis,178,Lizard Island,-14.6689,145.4594,192,,180085,155,Colony area,57,cm^2,,,94.71090795,raw_value,,,,,data from Figure F5e
138183,1,9,805,Goniastrea retiformis,178,Lizard Island,-14.6689,145.4594,192,,180086,216,Colony fecundity,77,mm^3,,,3413.286808,raw_value,,,,,data from Figure F5e
138185,1,9,805,Goniastrea retiformis,178,Lizard Island,-14.6689,145.4594,192,,180092,142,Habitat type,10,cat,,,crest,raw_value,,,,,
138185,1,9,805,Goniastrea retiformis,178,Lizard Island,-14.6689,145.4594,192,,180093,143,Water depth,9,m,,,2,median,1,range,3,,
138185,1,9,805,Goniastrea retiformis,178,Lizard Island,-14.6689,145.4594,192,,180094,151,Season,10,cat,,,Nov,raw_value,,,,,
138185,1,9,805,Goniastrea retiformis,178,Lizard Island,-14.6689,145.4594,192,,180095,155,Colony area,57,cm^2,,,148.730487,raw_value,,,,,data from Figure F5e
138185,1,9,805,Goniastrea retiformis,178,Lizard Island,-14.6689,145.4594,192,,180096,216,Colony fecundity,77,mm^3,,,4480.258533,raw_value,,,,,data from Figure F5e
138186,1,9,805,Goniastrea retiformis,178,Lizard Island,-14.6689,145.4594,192,,180097,142,Habitat type,10,cat,,,crest,raw_value,,,,,
138186,1,9,805,Goniastrea retiformis,178,Lizard Island,-14.6689,145.4594,192,,180098,143,Water depth,9,m,,,2,median,1,range,3,,
138186,1,9,805,Goniastrea retiformis,178,Lizard Island,-14.6689,145.4594,192,,180099,151,Season,10,cat,,,Nov,raw_value,,,,,
138186,1,9,805,Goniastrea retiformis,178,Lizard Island,-14.6689,145.4594,192,,180100,155,Colony area,57,cm^2,,,171.0015315,raw_value,,,,,data from Figure F5e
138186,1,9,805,Goniastrea retiformis,178,Lizard Island,-14.6689,145.4594,192,,180101,216,Colony fecundity,77,mm^3,,,699.8095316,raw_value,,,,,data from Figure F5e
138187,1,9,805,Goniastrea retiformis,178,Lizard Island,-14.6689,145.4594,192,,180102,142,Habitat type,10,cat,,,crest,raw_value,,,,,
138187,1,9,805,Goniastrea retiformis,178,Lizard Island,-14.6689,145.4594,192,,180103,143,Water depth,9,m,,,2,median,1,range,3,,
138187,1,9,805,Goniastrea retiformis,178,Lizard Island,-14.6689,145.4594,192,,180104,151,Season,10,cat,,,Nov,raw_value,,,,,
138187,1,9,805,Goniastrea retiformis,178,Lizard Island,-14.6689,145.4594,192,,180105,155,Colony area,57,cm^2,,,178.1968407,raw_value,,,,,data from Figure F5e
138187,1,9,805,Goniastrea retiformis,178,Lizard Island,-14.6689,145.4594,192,,180106,216,Colony fecundity,77,mm^3,,,6680.900434,raw_value,,,,,data from Figure F5e
138190,1,9,805,Goniastrea retiformis,178,Lizard Island,-14.6689,145.4594,192,,180117,142,Habitat type,10,cat,,,crest,raw_value,,,,,
138190,1,9,805,Goniastrea retiformis,178,Lizard Island,-14.6689,145.4594,192,,180118,143,Water depth,9,m,,,2,median,1,range,3,,
138190,1,9,805,Goniastrea retiformis,178,Lizard Island,-14.6689,145.4594,192,,180119,151,Season,10,cat,,,Nov,raw_value,,,,,
138190,1,9,805,Goniastrea retiformis,178,Lizard Island,-14.6689,145.4594,192,,180120,155,Colony area,57,cm^2,,,288.3367507,raw_value,,,,,data from Figure F5e
138190,1,9,805,Goniastrea retiformis,178,Lizard Island,-14.6689,145.4594,192,,180121,216,Colony fecundity,77,mm^3,,,7891.234848,raw_value,,,,,data from Figure F5e
138192,1,9,805,Goniastrea retiformis,178,Lizard Island,-14.6689,145.4594,192,,180127,142,Habitat type,10,cat,,,crest,raw_value,,,,,
138192,1,9,805,Goniastrea retiformis,178,Lizard Island,-14.6689,145.4594,192,,180128,143,Water depth,9,m,,,2,median,1,range,3,,
138192,1,9,805,Goniastrea retiformis,178,Lizard Island,-14.6689,145.4594,192,,180129,151,Season,10,cat,,,Nov,raw_value,,,,,
138192,1,9,805,Goniastrea retiformis,178,Lizard Island,-14.6689,145.4594,192,,180130,155,Colony area,57,cm^2,,,299.4332334,raw_value,,,,,data from Figure F5e
138192,1,9,805,Goniastrea retiformis,178,Lizard Island,-14.6689,145.4594,192,,180131,216,Colony fecundity,77,mm^3,,,9144.343031,raw_value,,,,,data from Figure F5e
138194,1,9,805,Goniastrea retiformis,178,Lizard Island,-14.6689,145.4594,192,,180137,142,Habitat type,10,cat,,,crest,raw_value,,,,,
138194,1,9,805,Goniastrea retiformis,178,Lizard Island,-14.6689,145.4594,192,,180138,143,Water depth,9,m,,,2,median,1,range,3,,
138194,1,9,805,Goniastrea retiformis,178,Lizard Island,-14.6689,145.4594,192,,180139,151,Season,10,cat,,,Nov,raw_value,,,,,
138194,1,9,805,Goniastrea retiformis,178,Lizard Island,-14.6689,145.4594,192,,180140,155,Colony area,57,cm^2,,,332.812784,raw_value,,,,,data from Figure F5e
138194,1,9,805,Goniastrea retiformis,178,Lizard Island,-14.6689,145.4594,192,,180141,216,Colony fecundity,77,mm^3,,,12276.21892,raw_value,,,,,data from Figure F5e
138198,1,9,805,Goniastrea retiformis,178,Lizard Island,-14.6689,145.4594,192,,180157,142,Habitat type,10,cat,,,crest,raw_value,,,,,
138198,1,9,805,Goniastrea retiformis,178,Lizard Island,-14.6689,145.4594,192,,180158,143,Water depth,9,m,,,2,median,1,range,3,,
138198,1,9,805,Goniastrea retiformis,178,Lizard Island,-14.6689,145.4594,192,,180159,151,Season,10,cat,,,Nov,raw_value,,,,,
138198,1,9,805,Goniastrea retiformis,178,Lizard Island,-14.6689,145.4594,192,,180160,155,Colony area,57,cm^2,,,395.4576671,raw_value,,,,,data from Figure F5e
138198,1,9,805,Goniastrea retiformis,178,Lizard Island,-14.6689,145.4594,192,,180161,216,Colony fecundity,77,mm^3,,,10584.22271,raw_value,,,,,data from Figure F5e
